id,agencia,ano,id_agencia,nome_mecanismo_agencia,ementa,objetivo_participacao,tema,subtema,lei_1_depois_0_antes,data_convocacao,data_convocacao_ano,instrumento_participacao,data_contribuicao_inicio,data_contribuicao_fim,doc_convocacao_existe,doc_base_existe,rac_existe,rac_data,relatorio_sintese_existe,relatorio_sintese_data,produto_final_descricao,produto_final_data,produto_final_documento,atualizacao_data
ANTAQ_2012_Audiência Pública nº 01/2012_55,ANTAQ,2012,Audiência Pública nº 01/2012,Audiência Pública,"Referente à proposta de norma para outorga de autorização para construção, exploração e ampliação de estação de transbordo de cargas",Normas e regulamentos,Transbordo,Outorga de autorização; Infraestrutura,0,40914,2012,PP e PNP,40918,40938,Disponível,Disponível,Disponível,N/D,Disponível,N/D,N/D,N/D,N/D,43058
ANTAQ_2012_Audiência Pública nº 02/2012_56,ANTAQ,2012,Audiência Pública nº 02/2012,Audiência Pública,Referente à proposta de norma que estabelece procedimentos para a elaboração de projetos de arrendamentos e para a revisão do equilíbrio econômico financeiro dos contratos de arrendamento de áreas e instalações nos portos organizados,Normas e regulamentos,Administração portuária,Arrendamentos,0,40939,2012,PP e PNP,40940,40982,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 03/2013_59,ANTAQ,2013,Audiência Pública nº 03/2013,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas (edital de licitação, contrato de arrendamento e seus respectivos anexos), necessários à realização de certames licitatórios para a exploração de áreas e infraestruturas portuárias por meio de arrendamentos junto aos portos organizados de Santos (Companhia Docas do Estado de São Paulo - CODESP) e Belém, Santarém, Vila do Conde e Terminais de Outeiro e Miramar (Companhia Docas do Pará - CDP).",Atos e contratos,Administração portuária,Licitação,0,41495,2013,PP e PNP,41498,41523,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 04/2013_60,ANTAQ,2013,Audiência Pública nº 04/2013,Audiência Pública,"Referentes aos certames licitatórios para a exploração de áreas e infraestruturas portuárias por meio de arrendamentos junto aos portos organizados de Santos (Companhia Docas do Estado de São Paulo - CODESP) e Belém, Santarém, Vila do Conde e Terminais de Outeiro e Miramar (Companhia Docas do Pará - CDP)",Atos e contratos,Administração portuária,Licitação,0,41502,2013,PP,41516,41519,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 05/2013_61,ANTAQ,2013,Audiência Pública nº 05/2013,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.066-ANTAQ, que objetiva aprovar norma que dispõe sobre a Autorização para construção, exploração e ampliação de Terminal de Uso Privado, de Estação de Transbordo de Carga, de Instalação Portuária Pública de Pequeno Porte e de Instalação Portuária de Turismo.",Normas e regulamentos,Administração portuária,Outorga de autorização; Transporte de passageiros; Transporte de cargas,0,41536,2013,PP e PNP,41540,41569,Disponível,Disponível,Disponível,41570,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 06/2013_62,ANTAQ,2013,Audiência Pública nº 06/2013,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas de editais e de contratos de arrendamento relativas à futura realização de certames licitatórios para a exploração de áreas e infraestruturas portuárias junto aos Portos Organizados de Paranaguá (Administração dos Portos de Paranaguá e Antonina – APPA), Salvador e Aratu (Companhia das Docas do Estado da Bahia – CODEBA) e São Sebastião (Companhia Docas de São Sebastião).",Atos e contratos,Administração portuária,Licitação,0,41548,2013,PP,41549,41572,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 07/2013_63,ANTAQ,2013,Audiência Pública nº 07/2013,Audiência Pública,"Referentes aos certames licitatórios para a exploração de áreas e infraestruturas portuárias por meio de arrendamentos junto aos portos organizados de São Sebastião (Companhia Docas de São Sebastião), Salvador e Aratu (Companhia das Docas do Estado da Bahia - CODEBA) e Paranaguá (Administração dos Portos de Paranaguá e Antonina - APPA)",Atos e contratos,Administração portuária,Licitação,0,41549,2013,PP,41564,41568,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 08/2013_64,ANTAQ,2013,Audiência Pública nº 08/2013,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.093-ANTAQ, que objetiva aprovar norma que estabelece procedimentos para a elaboração de Projetos de Arrendamentos e aprova a metodologia de recomposição do equilíbrio econômico-financeiro dos Contratos de Arrendamentos de áreas e instalações portuárias nos Portos Organizados.",Normas e regulamentos,Administração portuária,Arrendamentos,0,41555,2013,PP e PNP,41557,41586,Disponível,Disponível,Disponível,41589,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 09/2013_65,ANTAQ,2013,Audiência Pública nº 09/2013,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.131-ANTAQ, que objetiva aprovar norma que dispõe sobre fiscalização, apuração de infrações administrativas e cominação de sanções em matéria de competência da ANTAQ.",Normas e regulamentos,Administração e planejamento,Fiscalização,0,41589,2013,PP e PNP,41590,41619,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 10/2013_66,ANTAQ,2013,Audiência Pública nº 10/2013,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.148-ANTAQ, que objetiva aprovar norma que regula a utilização de equipamentos de propriedade de operador portuário por outros operadores portuários, em instalações de uso público não arrendadas, na área do Porto Organizado.",Normas e regulamentos,Administração portuária,Arrendamentos,0,41605,2013,PP e PNP,41606,41635,Disponível,Disponível,Disponível,42752,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 11/2013_67,ANTAQ,2013,Audiência Pública nº 11/2013,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.149-ANTAQ, que objetiva aprovar norma que estabelece a obrigatoriedade de prestação de informações para a alimentação do sistema de acompanhamento de preços (Módulo APP) da ANTAQ.",Normas e regulamentos,Administração e planejamento,Fiscalização,0,41605,2013,PP e PNP,41606,41635,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 12/2013_68,ANTAQ,2013,Audiência Pública nº 12/2013,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.201-ANTAQ, que objetiva aprovar norma que dispõe sobre a gestão portuária e a prestação de serviço portuário adequado e estabelece infrações administrativas.",Normas e regulamentos,Administração portuária,Fiscalização,0,41628,2013,PP e PNP,41631,41660,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 01/2013_57,ANTAQ,2013,Audiência Pública nº 01/2013,Audiência Pública,"Referente à proposta de norma para outorga de autorização para prestação de serviço de transporte de passageiros, veículos e cargas na navegação interior de travessia por microempreendedores individuais.",Normas e regulamentos,Navegação interior,Outorga de autorização; Transporte de passageiros; Transporte de cargas,0,N/D,N/D,PNP,41331,41361,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2013_Audiência Pública nº 02/2013_58,ANTAQ,2013,Audiência Pública nº 02/2013,Audiência Pública,"Referente à proposta de norma que dispõe sobre outorga de autorização para a prestação de serviço de transporte de passageiros, veículos e cargas na navegação interior de travessia.",Normas e regulamentos,Navegação interior,Outorga de autorização; Transporte de passageiros; Transporte de cargas,0,N/D,N/D,PNP,41331,41361,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43605
ANTAQ_2014_Audiência Pública nº 01/2014_69,ANTAQ,2014,Audiência Pública nº 01/2014,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.584-ANTAQ, que objetiva aprovar proposta de alteração à Norma aprovada pela Resolução 3.274-ANTAQ, de 6 de fevereiro 2014, a qual dispõe sobre a gestão portuária e a prestação de serviço portuário adequado e estabelece infrações administrativas.",Normas e regulamentos,Administração portuária,Fiscalização,0,41872,2014,PP e PNP,41872,41887,Disponível,Disponível,Disponível,N/D,N/D,N/D,RESOLUÇÃO NORMATIVA Nº 02-ANTAQ,42048,Disponível,43058
ANTAQ_2014_Audiência Pública nº 02/2014_70,ANTAQ,2014,Audiência Pública nº 02/2014,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.638-ANTAQ, que objetiva aprovar proposta de norma para disciplinar o afretamento de embarcação por empresa brasileira de navegação marítima.",Normas e regulamentos,Navegação de longo curso,Afretamento,0,41900,2014,PP e PNP,41904,41948,Disponível,Disponível,N/D,N/D,N/D,N/D,RESOLUÇÃO NORMATIVA Nº 01-ANTAQ,42048,Disponível,43058
ANTAQ_2014_Audiência Pública nº 03/2014_71,ANTAQ,2014,Audiência Pública nº 03/2014,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.707-ANTAQ, que objetiva aprovar proposta de norma que regula a prestação de serviço portuário em bases não discriminatórias e a utilização excepcional de áreas e instalações portuárias concedidas, arrendadas ou autorizadas.",Normas e regulamentos,Administração portuária,Fiscalização,0,41934,2014,PP e PNP,41935,41981,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43058
ANTAQ_2014_Audiência Pública nº 04/2014_72,ANTAQ,2014,Audiência Pública nº 04/2014,Audiência Pública,"Obter subsídios e informações adicionais para o aprimoramento do ato normativo aprovado pela Resolução nº 3.708-ANTAQ, que objetiva aprovar proposta de norma que regula a exploração de áreas e instalações portuárias no âmbito dos portos organizados.",Normas e regulamentos,Administração portuária,Infraestrutura,0,41934,2014,PP e PNP,41935,41981,Disponível,Disponível,Disponível,42982,N/D,N/D,RESOLUÇÃO NORMATIVA Nº 7-ANTAQ,42521,Disponível,43058
ANTAQ_2014_Audiência Pública nº 05/2014_73,ANTAQ,2014,Audiência Pública nº 05/2014,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório para o arrendamento do Terminal de Trigo do Porto do Rio de Janeiro.",Atos e contratos,Administração portuária,Licitação,0,41941,2014,PP e PNP,41941,41970,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43605
ANTAQ_2014_Audiência Pública nº 06/2014_74,ANTAQ,2014,Audiência Pública nº 06/2014,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório para o arrendamento do Terminal Marítimo de Passageiros do porto de Salvador.",Atos e contratos,Administração portuária,Licitação,0,41960,2014,PP e PNP,41961,41990,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43605
ANTAQ_2014_Audiência Pública nº 07/2014_75,ANTAQ,2014,Audiência Pública nº 07/2014,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório para o arrendamento do Terminal Marítimo de Passageiros do porto do Recife.",Atos e contratos,Administração portuária,Licitação,0,41961,2014,PP e PNP,41962,41991,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43605
ANTAQ_2015_AUDIÊNCIA PÚBLICA Nº 01/2015_76,ANTAQ,2015,Audiência Pública nº 01/2015,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento do ato normativo aprovado pela Resolução nº 4.190-ANTAQ, que objetiva aprovar proposta de norma que dispõe sobre o parcelamento e a recuperação de créditos administrados pela Agência Nacional de Transportes Aquaviários – ANTAQ.",Normas e regulamentos,Administração e planejamento,Parcelamento e recuperação de créditos,0,42179,2015,PP e PNP,42184,42199,Disponível,Disponível,Disponível,42788,N/D,N/D,Resolução Normativa nº4 - ANTAQ,42221,Disponível,NA
ANTAQ_2015_AUDIÊNCIA PÚBLICA Nº 03/2015_78,ANTAQ,2015,Audiência Pública nº 03/2015,Audiência Pública,"Aprova proposta de norma que dispõe sobre os direitos e deveres dos usuários e das empresas que operam nas navegações de apoio marítimo, apoio portuário, cabotagem e longo curso, e estabelece infrações administrativas.",Normas e regulamentos,Usuários,Navegação interior: Direitos e deveres; Navegação de longo curso: Direitos e deveres; Cabotagem: Direitos e deveres; Apoio portuário: Direitos e deveres; Apoio marítimo: Direitos e deveres,0,42222,2015,PP e PNP,42226,42310,Disponível,Disponível,Disponível,43116,N/D,N/D,RESOLUÇÃO Nº 5032-ANTAQ,42657,Disponível,NA
ANTAQ_2015_AUDIÊNCIA PÚBLICA Nº 02/2015_77,ANTAQ,2015,Audiência Pública nº 02/2015,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de ato normativo aprovada pela Resolução nº 4.262-ANTAQ, que dispõe sobre outorga de autorização à pessoa jurídica que tenha por objeto o transporte aquaviário, constituída nos termos da legislação brasileira e com sede e administração no país, para realizar o transporte nas navegações de cabotagem e longo curso, ou operar nas navegações de apoio marítimo e apoio portuário.",Normas e regulamentos,Navegação interior; Navegação de longo curso; Navegação de cabotagem; Apoio portuário; Apoio marítimo,Navegação interior: Outorga de autorização; Navegação de longo curso: Outorga de autorização; Cabotagem: Outorga de autorização; Apoio portuário: Outorga de autorização; Apoio marítimo: Outorga de autorização,0,42222,2015,PP e PNP,42226,42265,Disponível,Disponível,Disponível,42535,N/D,N/D,Resolução Normativa nº5 - ANTAQ,42423,Disponível,NA
ANTAQ_2015_Audiência Pública nº 04/2015_79,ANTAQ,2015,Audiência Pública nº 04/2015,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de ato normativo aprovada pela Resolução nº 4.325-ANTAQ, que dispõe sobre o registro de instalações de apoio ao transporte aquaviário.",Normas e regulamentos,Apoio portuário; Apoio marítimo,Apoio portuário: Fiscalização ; Apoio marítimo: Fiscalização,0,42270,2015,PP e PNP,42272,42318,Disponível,Disponível,Disponível,42653,N/D,N/D,RESOLUÇÃO NORMATIVA Nº 13-ANTAQ,42653,Disponível,43079
ANTAQ_2016_Audiência Pública nº 02/2016_81,ANTAQ,2016,Audiência Pública nº 02/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Norma que dispõe sobre prestação de serviços de retirada de resíduos de embarcações, em áreas sob a jurisdição de instalações portuárias brasileiras.",Normas e regulamentos,Apoio marítimo,Fiscalização,0,42527,2016,PP e PNP,42528,42604,Disponível,Disponível,Disponível,43115,N/D,N/D,N/D,N/D,N/D,43567
ANTAQ_2016_Audiência Pública nº 04/2016_83,ANTAQ,2016,Audiência Pública nº 04/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Norma que estabelece critérios para a celebração de acordos operacionais por empresas brasileiras de navegação autorizadas a operar na prestação de serviço de transporte de carga na navegação interior de percurso longitudinal interestadual e internacional.",Normas e regulamentos,Navegação interior,Transporte de cargas,0,42640,2016,PP e PNP,42640,42669,Disponível,Disponível,Disponível,43115,N/D,N/D,N/D,N/D,N/D,43567
ANTAQ_2016_Audiência Pública nº 06/2016_85,ANTAQ,2016,Audiência Pública nº 06/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Norma que dispõe sobre os direitos e deveres dos usuários, dos agentes intermediários e das empresas que operam nas navegações de apoio marítimo, apoio portuário, cabotagem e longo curso, e estabelece infrações administrativas.",Normas e regulamentos,Usuários; Navegação interior; Navegação de longo curso; Navegação de cabotagem; Apoio portuário; Apoio marítimo,Navegação interior: Direitos e deveres; Navegação de longo curso: Direitos e deveres; Cabotagem: Direitos e deveres; Apoio portuário: Direitos e deveres; Apoio marítimo: Direitos e deveres,0,42667,2016,PP e PNP,42667,42734,Disponível,Disponível,Disponível,43115,N/D,N/D,Resolução Normativa 18 - ANTAQ,43115,Disponível,43158
ANTAQ_2016_Audiência Pública nº 07/2016_86,ANTAQ,2016,Audiência Pública nº 07/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Norma que dispõe sobre reserva de vagas a jovens de baixa renda no âmbito do transporte aquaviário interestadual regular de passageiros.",Normas e regulamentos,Navegação interior,Transporte de passageiros,0,42670,2016,PNP,42670,42699,Disponível,Disponível,Disponível,42772,N/D,N/D,Resolução Normativa 16 - ANTAQ,43329,Disponível,43158
ANTAQ_2016_Audiência Pública nº 08/2016_87,ANTAQ,2016,Audiência Pública nº 08/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da Norma anexa à Resolução nº 1.274-ANTAQ, de 3 de fevereiro de 2009, a qual estabelece critérios e procedimentos para a autorização de prestação de serviços de transporte de passageiros, veículos e cargas, na navegação interior de travessia interestadual, internacional, em diretriz de rodovia ou ferrovia federal, ou em faixa de fronteira, por empresas brasileiras de navegação.",Normas e regulamentos,Administração portuária,Transporte de passageiros; Transporte de cargas,0,42688,2016,PP e PNP,42688,42717,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43107
ANTAQ_2016_Audiência Pública nº 01/2016_80,ANTAQ,2016,Audiência Pública nº 01/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório para o arrendamento do Terminal Marítimo de Passageiros do porto de Fortaleza.",Atos e contratos,Administração portuária,Licitação,0,N/D,N/D,PP e PNP,42500,42531,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43605
ANTAQ_2016_Audiência Pública nº 03/2016_82,ANTAQ,2016,Audiência Pública nº 03/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Norma que dispõe sobre o Manual de Contas das Autoridades Portuárias.",Atos e contratos,Administração portuária,Licitação,0,N/D,N/D,PP e PNP,42641,42688,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43605
ANTAQ_2016_Consulta Pública da Resolução nº 5.009/2016 – ANTAQ_88,ANTAQ,2016,Consulta Pública da Resolução nº 5.009/2016 – ANTAQ,Consulta Pública,"Coletar opiniões e manifestações de interesse geral sobre os tópicos a seguir relacionados,obtendo contribuições e sugestões que subsidiarão a continuidade do projeto de elaboração de um normativo, cuja finalidade será regulamentar a estrutura tarifária padronizada dos portos organizados e instruir novos critérios de cálculo dessas tarifas, constituindo um novo regime tarifário das Autoridades Portuárias a partir do biênio 2017‐2018.",Normas e regulamentos,Administração portuária,Fiscalização,0,N/D,N/D,PP e PNP,42648,42774,Disponível,Disponível,Disponível,42814,N/D,N/D,N/D,N/D,N/D,43567
ANTAQ_2016_Audiência Pública nº 05/2016_84,ANTAQ,2016,Audiência Pública nº 05/2016,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Norma que estabelece os novos procedimentos e critérios para a reversibilidade de bens nos Portos Organizados, incluindo a incorporação e desincorporação de bens da União sob a guarda e responsabilidade das administrações portuárias e seus arrendatários.",Normas e regulamentos,Administração portuária,Infraestrutura,0,N/D,N/D,PP e PNP,42681,42695,Disponível,Disponível,Disponível,43115,Disponível,43115,Resolução Normativa 29 - ANTAQ,43552,Disponível,43079
ANTAQ_2017_Audiência Pública nº 01/2017_89,ANTAQ,2017,Audiência Pública nº 01/2017,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referente ao arrendamento do terminal portuário para movimentação de papel e celulose, no porto organizado de Paranaguá, no Estado do Paraná, denominado PAR01.",Atos e contratos,Administração portuária,Licitação,0,42751,2017,PP e PNP,42751,42818,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43519
ANTAQ_2017_Audiência Pública nº 02/2017_90,ANTAQ,2017,Audiência Pública nº 02/2017,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referente ao arrendamento do terminal portuário de veículos no porto organizado de Paranaguá, no Estado do Paraná, denominado PAR12.",Atos e contratos,Administração portuária,Licitação,0,42751,2017,PP e PNP,42751,42818,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43107
ANTAQ_2017_Audiência Pública nº 03/2017_91,ANTAQ,2017,Audiência Pública nº 03/2017,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referente ao arrendamento do terminal portuário de papel e celulose no porto organizado do Itaqui, no Estado do Maranhão, denominado IQI18.",Atos e contratos,Administração portuária,Licitação,0,42751,2017,PP e PNP,42751,42818,Disponível,Disponível,Disponível,N/D,Disponível,N/D,N/D,N/D,N/D,43107
ANTAQ_2017_Audiência Pública nº 04/2017_92,ANTAQ,2017,Audiência Pública nº 04/2017,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que estabelece o esquema operacional do transporte de veículos e passageiros na travessia entre Manaus e Careiro da Várzea.",Normas e regulamentos,Navegação interior,Transporte de passageiros,0,42821,2017,PP e PNP,42821,42835,Disponível,Disponível,Disponível,42975,Disponível,42975,RESOLUÇÃO Nº 5573-ANTAQ,42956,Disponível,43107
ANTAQ_2017_Audiência Pública nº 05/2017_93,ANTAQ,2017,Audiência Pública nº 05/2017,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento dos documentos técnicos e jurídicos relativos à realização de certame licitatório referente ao arrendamento do terminal portuário destinado à movimentação e armazenagem de cavaco de madeira, localizado na poligonal do porto organizado de Santana, denominado MCP01, envolvendo o seguinte acervo documental: (a) Estudo Seção A - Demanda (SEI nº 0258889);b) Estudo Seção B - Engenharia (SEI nº 0258893); (c) Estudo Seção C - Financeiro (SEI nº 0258897); (d) Estudo Seção D - Ambienta (SEI nº 0258899); (e) Ilustração da Área (SEI nº 0258907); (f) Minuta do Edital (SEI nº 0258955); (g) Minuta do Contrato de Arrendamento (SEI nº 0286009); e (h) Ato Justificatório - Nota Informativa nº 01/2017/SPP/SEP/PR (SEI nº 0203710)",Atos e contratos,Administração portuária,Licitação,0,42921,2017,PP e PNP,42921,42950,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43107
ANTAQ_2017_Audiência Pública nº 06/2017_94,ANTAQ,2017,Audiência Pública nº 06/2017,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da Norma aprovada pela Resolução nº 1.274-ANTAQ, de 3 de fevereiro de 2009.",Normas e regulamentos,Administração e planejamento,Transporte de passageiros; Transporte de cargas,0,42989,2017,PNP,42989,43018,Disponível,N/D,Disponível,43115,Disponível,43115,RESOLUÇÃO NORMATIVA Nº 27-ANTAQ,43398,Disponível,43107
ANTAQ_2017_Audiência Pública nº 07/2017_95,ANTAQ,2017,Audiência Pública nº 07/2017,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Norma que dispõe sobre a autorização para a construção e exploração de terminal de uso privado, de estação de transbordo de carga, de instalação portuária pública de pequeno porte e de instalação portuária de turismo.",Normas e regulamentos,Administração portuária,Infraestrutura; Transporte de passageiros; Transporte de cargas,0,43069,2017,PP e PNP,43069,43098,Disponível,Disponível,Disponível,43115,N/D,N/D,RESOLUÇÃO Nº 6151-ANTAQ,43245,Disponível,43566
ANTAQ_2018_Audiência Pública nº 01/2018_96,ANTAQ,2018,Audiência Pública nº 01/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certames licitatório",Atos e contratos,Administração portuária,Licitação,0,43199,2018,PP,43199,43238,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43516
ANTAQ_2018_Audiência Pública nº 02/2018_97,ANTAQ,2018,Audiência Pública nº 02/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referente ao arrendamento de Terminal portuário destinado à movimentação de granéis líquidos combustíveis, localizado no porto organizado de Vitória/ES, denominado VIX-30.",Atos e contratos,Administração portuária,Licitação,0,43207,2018,PP,43207,43255,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43516
ANTAQ_2018_Audiência Pública nº 03/2018_98,ANTAQ,2018,Audiência Pública nº 03/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certames licitatórios",Atos e contratos,Administração portuária,Licitação,0,43207,2018,PP,43207,43255,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43516
ANTAQ_2018_Audiência Pública nº 04/2018_99,ANTAQ,2018,Audiência Pública nº 04/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de revisão da norma anexa à Resolução nº 2.389-ANTAQ, de 13 de fevereiro de 2012, que estabelece parâmetros regulatórios a serem observados na prestação dos serviços de movimentação e armazenagem de contêineres e volumes, em instalações de uso público, nos portos organizados.",Normas e regulamentos,Administração portuária,Infraestrutura,0,43245,2018,PP,43248,43277,Disponível,Disponível,N/D,N/D,Disponível,N/D,N/D,N/D,N/D,43516
ANTAQ_2018_Audiência Pública nº 05/2018_100,ANTAQ,2018,Audiência Pública nº 05/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que estabelece as regras gerais do processo decisório da Diretoria Colegiada da Agência Nacional de Transportes Aquaviários – ANTAQ.",Normas e regulamentos,Administração portuária,Infraestrutura,0,43251,2018,PP,43255,43284,Disponível,Disponível,N/D,N/D,Disponível,N/D,N/D,N/D,N/D,43516
ANTAQ_2018_Audiência Pública nº 07/2018_102,ANTAQ,2018,Audiência Pública nº 07/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referente ao arrendamento de terminal portuário destinado à movimentação de granéis líquidos combustíveis, localizado no porto organizado de Santos, denominado STS-13A.",Atos e contratos,Administração portuária,Licitação,0,43270,2018,PP,43270,43311,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43517
ANTAQ_2018_Audiência Pública nº 08/2018_103,ANTAQ,2018,Audiência Pública nº 08/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões acerca da forma de regulação da prestação do serviço de escaneamento de contêineres nos terminais portuários brasileiros.",Normas e regulamentos,Administração portuária,Infraestrutura,0,43276,2018,PP,43276,43336,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43517
