id,agencia,ano,id_agencia,nome_mecanismo_agencia,ementa,objetivo_participacao,tema,subtema,lei_1_depois_0_antes,data_convocacao,data_convocacao_ano,instrumento_participacao,data_contribuicao_inicio,data_contribuicao_fim,doc_convocacao_existe,doc_base_existe,rac_existe,rac_data,relatorio_sintese_existe,relatorio_sintese_data,produto_final_descricao,produto_final_data,produto_final_documento,atualizacao_data
ANTT_2020_Audiência Pública nº 012/2020_460,ANTT,2020,Audiência Pública nº 012/2020,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo colher sugestões com vistas ao aprimoramento dos estudos efetivados para a prorrogação do contrato da Concessionária Ferrovia Centro-Atlântica S/A, bem como da minuta do respectivo termo aditivo e anexos.",Produção de conhecimento,Transporte Ferroviário,-,1,44181,2020,PP e PNP,44202,44246,Disponível,N/D,N/D,N/D,Disponível,44263,N/D,N/D,N/D,45050
ANTT_2020_Audiência Pública nº 008/2020_456,ANTT,2020,Audiência Pública nº 008/2020,Audiência Pública,Audiência Pública com proposta de resolução que regulamenta procedimentos para inscrição e manutenção no Registro Nacional de Transportadores Rodoviários de Cargas - RNTRC.,Normas e regulamentos,Administração e Planejamento,-,1,N/D,N/D,PP e PNP,44179,44248,Disponível,Disponível,Disponível,44810,Disponível,44252,"Resolução ANTT nº 5.982, de 23 de Junho de 2022",44736,Disponível,45050
ANTT_2021_Audiência Pública nº 001/2021_462,ANTT,2021,Audiência Pública nº 001/2021,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, que visam a concessão para exploração de 6 (seis) lotes do sistema rodoviário composto pelos seguintes trechos, no estado do Paraná: Lote 1: trechos das rodovias BR-277, BR-373, BR-376, BR-476, PR-418, PR-423 e PR-427, em uma extensão total de 473,01 km; Lote 2: trechos das rodovias BR-153, BR-277, BR-369, BR-373, PR-092, PR-151, PR-239, PR-407, PR-508 e PR-855, em uma extensão total de 575 ,53 km; Lote 3: trechos das rodovias BR-369, BR-376, PR-090, PR-170, PR-323 e PR-445, em uma extensão total de 561,97 km; Lote 4: trechos das rodovias BR-272, BR-369, BR-376, PR-182, PR-272, PR-317, PR-323, PR-444, PR-862, PR-897 e PR-986, em uma extensão total de 627,98 km; Lote 5: trechos das rodovias BR-158, BR-163, BR-369, BR-467 e PR-317, em uma extensão total de 429,85 km; e Lote 6: trechos das rodovias BR-163, BR-277, R-158, PR-180, PR-182, PR-280 e PR-483, em uma extensão total de 659,33 km.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44225,2021,PP e PNP,44232,44291,Disponível,N/D,N/D,N/D,Disponível,44519,N/D,N/D,N/D,45050
ANTT_2021_Audiência Pública nº 002/2021_464,ANTT,2021,Audiência Pública nº 002/2021,Audiência Pública,"Audiência Pública, com o objetivo de de tornar público, colher sugestões e contribuições à minuta de Resolução que estabelece o Regulamento das Concessões Rodoviárias, aplicável aos contratos de concessão de exploração de infraestrutura rodoviária, sob competência da Agência Nacional de Transportes Terrestres - ANTT.",Normas e regulamentos,Exploração de Infraestrutura Rodoviária,-,1,44258,2021,PP e PNP,44266,44313,Disponível,Disponível,Disponível,44830,Disponível,44328,"Resolução ANTT nº 5.950, de 20 de Julho de 2021",44398,Disponível,45050
ANTT_2021_Audiência Pública nº 003/2021_465,ANTT,2021,Audiência Pública nº 003/2021,Audiência Pública,"Audiência Pública, com o objetivo de tornar público, colher sugestões e contribuições, ao processo de elaboração da metodologia para o cálculo dos impactos causados pela pandemia de coronavírus (COVID-19) no âmbito dos contratos de concessão de infraestrutura rodoviária sob gestão da ANTT, bem como da disciplina da respectiva recomposição do equilíbrio econômico-financeiro.",Produção de conhecimento,Exploração de Infraestrutura Rodoviária,-,1,44300,2021,PP e PNP,44308,44337,Disponível,Disponível,Disponível,44517,Disponível,44347,"Resolução ANTT nº 5.954, de 04 de Novembro de 2021",44508,Disponível,45050
ANTT_2021_Audiência Pública nº 004/2021_427,ANTT,2021,Audiência Pública nº 004/2021,Audiência Pública,"Audiência Pública, franqueada aos interessados, com o objetivo de colher subsídios e informações adicionais para o aprimoramento da proposta de Revisão das normas que disciplinam os procedimentos a serem seguidos pelas concessionárias de serviços públicos de transporte ferroviário na obtenção de autorização da ANTT para execução de obras na malha objeto da Concessão.",Normas e regulamentos,Processo Administrativo,-,1,44342,2021,PP e PNP,44362,44422,Disponível,Disponível,Disponível,44533,Disponível,44533,"Resolução ANTT nº 5.956, de 02 de Dezembro de 2021",44533,Disponível,45050
ANTT_2021_Audiência Pública nº 005/2021_405,ANTT,2021,Audiência Pública nº 005/2021,Audiência Pública,Colher subsídios e informações adicionais para o aprimoramento da proposta de Regulamentação das Operações Acessórias no Transporte Ferroviário de Cargas.,Normas e regulamentos,Transporte Ferroviário,-,1,44363,2021,PP e PNP,44397,44487,Disponível,Disponível,N/D,N/D,Disponível,44488,N/D,N/D,N/D,44966
ANTT_2021_Audiência Pública nº 006/2021_404,ANTT,2021,Audiência Pública nº 006/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições sobre a proposta de celebração de Termo de Ajustamento de Conduta, nas modalidades TAC Plano de Ação e TAC Multas, com a Concessionária Rota do Oeste S.A, que administra a rodovia federal BR-163/MT, por força do contrato de concessão decorrente do Edital nº 003/2013, para correção dos descumprimentos contratuais apurados.",Atos e contratos,Processo Administrativo,-,1,44375,2021,PP e PNP,44378,44408,N/D,Disponível,N/D,N/D,Disponível,44410,N/D,N/D,N/D,44966
ANTT_2021_Consulta Pública nº 001/2021_408,ANTT,2021,Consulta Pública nº 001/2021,Consulta Pública,"Consulta Pública sobre proposta de Resolução alterando a Resolução nº 5.867, de 14 de janeiro de 2020, que estabelece as regras gerais, a metodologia e os coeficientes dos pisos mínimos, referentes ao quilômetro rodado na realização do serviço de transporte rodoviário remunerado de cargas, por eixo carregado, instituído pela Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas - PNPM-TRC.",Normas e regulamentos,Transporte Rodoviário,-,1,44491,2021,PNP,44502,44532,Disponível,Disponível,N/D,N/D,Disponível,N/C,N/D,N/D,N/D,44966
ANTT_2021_Audiência Pública nº 007/2021_409,ANTT,2021,Audiência Pública nº 007/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, que visam a concessão para exploração do sistema rodoviário da BR-040/RJ MG e BR-495/RJ.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44519,2021,PP e PNP,44524,44571,Disponível,N/D,N/D,N/D,Disponível,44452,N/D,N/D,N/D,44966
ANTT_2021_Audiência Pública nº 008/2021_410,ANTT,2021,Audiência Pública nº 008/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições à minuta de Resolução que estabelece a segunda norma do Regulamento das Concessões Rodoviárias, aplicável aos contratos de concessão de exploração de infraestrutura rodoviária, sob competência da Agência Nacional de Transportes Terrestres -ANTT.",Normas e regulamentos,Exploração de Infraestrutura Rodoviária,-,1,44519,2021,PP e PNP,44526,44572,Disponível,Disponível,N/D,N/D,Disponível,44670,RESOLUÇÃO Nº 6.000,44897,Disponível,44966
ANTT_2021_Audiência Pública nº 009/2021_411,ANTT,2021,Audiência Pública nº 009/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições sobre a proposta de 1ª e 2ª Revisões Quinquenais do Contrato de Concessão Edital nº 001/2008, sob gestão da Viabahia Concessionária de Rodovias S/A.",Atos e contratos,Processo Administrativo,-,1,44519,2021,PP e PNP,44529,44573,Disponível,Disponível,N/D,N/D,Disponível,44587,N/D,N/D,N/D,44966
ANTT_2021_Audiência Pública nº 010/2021_415,ANTT,2021,Audiência Pública nº 010/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, que visa a concessão para exploração do lote rodoviário CN 1, correspondente ao trecho da rodovia BR-060/452/GO, em uma extensão total de 452,70 km.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44547,2021,PP e PNP,44557,44617,Disponível,N/D,N/D,N/D,Disponível,44636,N/D,N/D,N/D,44968
ANTT_2021_Audiência Pública nº 011/2021_414,ANTT,2021,Audiência Pública nº 011/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, que visa a concessão para exploração do lote rodoviário CN 2, correspondente ao trecho da rodovia BR-060/364/GO e BR-364/MT, em uma extensão total de 502,80 km.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44547,2021,PP e PNP,44557,44617,Disponível,N/D,N/D,N/D,Disponível,44636,N/D,N/D,N/D,44968
ANTT_2021_Audiência Pública nº 012/2021_413,ANTT,2021,Audiência Pública nº 012/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, que visa a concessão para exploração do lote rodoviário CN 3, correspondente ao trecho da rodovia BR-070/174/364/MT e BR-174/364/RO, em uma extensão total de 887,60 km.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44547,2021,PP e PNP,44557,44617,Disponível,N/D,N/D,N/D,Disponível,44636,N/D,N/D,N/D,44968
ANTT_2021_Audiência Pública nº 013/2021_412,ANTT,2021,Audiência Pública nº 013/2021,Audiência Pública,"Tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, que visa a concessão para exploração do lote rodoviário CN 5, correspondente ao trecho da rodovia BR-364/RO, em uma extensão total de 729,00 km.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44547,2021,PP e PNP,44557,44617,Disponível,N/D,N/D,N/D,Disponível,44636,N/D,N/D,N/D,44968
ANTT_2022_Audiência Pública nº 002/2022_418,ANTT,2022,Audiência Pública nº 002/2022,Audiência Pública,Colher subsídios e informações adicionais para o aprimoramento da proposta de “Regulamentação para constituição e funcionamento de Ambiente Regulatório Experimental (Sandbox Regulatório) bem como à Análise de Impacto Regulatório - AIR.,Normas e regulamentos,Administração e Planejamento,-,1,44631,2022,PP e PNP,44641,44685,Disponível,Disponível,Disponível,44882,Disponível,44882,Resolução nº 5999,44869,Disponível,44974
ANTT_2022_Audiência Pública nº 001/2022_419,ANTT,2022,Audiência Pública nº 001/2022,Audiência Pública,"Tornar público, colher sugestões e contribuições sobre a proposta da 1ª e 2ª Revisões Quinquenais do Contrato de Concessão Edital nº 006/2007, sob gestão da Concessionária Autopista Planalto Sul S.A.",Atos e contratos,Processo Administrativo,-,1,44631,2022,PNP,44642,44687,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,44974
ANTT_2022_Audiência Pública nº 003/2022_420,ANTT,2022,Audiência Pública nº 003/2022,Audiência Pública,"Colher subsídios e informações adicionais para o aprimoramento da proposta de revisão da Resolução nº 5.947, de 1º de junho de 2021, que ""Atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos e aprova as suas Instruções Complementares, e dá outras providências"".",Normas e regulamentos,Transporte Rodoviário,-,1,44680,2022,PP e PNP,44691,44739,Disponível,Disponível,N/D,N/D,Disponível,44750,N/D,N/D,N/D,44980
ANTT_2022_Audiência Pública nº 004/2022_422,ANTT,2022,Audiência Pública nº 004/2022,Audiência Pública,Colher subsídios e informações adicionais para o aprimoramento da minuta do Contrato de Adesão para formalização de outorgas por autorização para exploração de ferrovias.,Atos e contratos,Exploração de Infraestrutura Ferroviária,-,1,44706,2022,PP e PNP,44716,44761,Disponível,Disponível,Disponível,44806,Disponível,44771,N/D,N/D,N/D,44980
ANTT_2022_Audiência Pública nº 005/2022_421,ANTT,2022,Audiência Pública nº 005/2022,Audiência Pública,"Colher subsídios e informações adicionais para o aprimoramento da proposta de regulamentação do art. 25 da Lei Federal nº 14.273, de 23 de dezembro de 2021, que trata do processo de autorização para exploração de ferrovias.",Normas e regulamentos,Exploração de Infraestrutura Ferroviária,-,1,44707,2022,PP e PNP,44716,44761,Disponível,Disponível,Disponível,44806,Disponível,44771,RESOLUÇÃO Nº 5.987,44806,Disponível,44980
ANTT_2022_Audiência Pública nº 006/2022_425,ANTT,2022,Audiência Pública nº 006/2022,Audiência Pública,"Tornar pública e colher sugestões sobre a proposta de regulamentação da prestação do serviço regular de transporte rodoviário coletivo interestadual de passageiros, sob o regime de autorização.",Normas e regulamentos,Transporte Rodoviário,-,1,44736,2022,PP e PNP,44750,44795,Disponível,Disponível,N/D,N/D,Disponível,44809,N/D,N/D,N/D,44980
ANTT_2022_Audiência Pública nº 007/2022_426,ANTT,2022,Audiência Pública nº 007/2022,Audiência Pública,"Tornar público, colher sugestões e contribuições às minutas de Edital e Contrato, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade, para concessão da rodovia BR-381/MG, trecho com início em Belo Horizonte/MG, no entroncamento com a BR-262/MG (p/ Sabará) até o entroncamento com a BR-116/MG (Governador Valadares/MG), com extensão de 304 km.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44754,2022,PP e PNP,44760,44781,Disponível,N/D,N/C,N/C,Disponível,44831,N/D,N/D,N/D,44980
ANTT_2022_Audiência Pública nº 008/2022_428,ANTT,2022,Audiência Pública nº 008/2022,Audiência Pública,"Tornar público, colher sugestões e contribuições à proposta de aprimoramento da metodologia e atualização do cálculo do Custo Médio Ponderado de Capital Regulatório - WACC regulatório das rodovias federais concedidas.",Normas e regulamentos,Transporte Rodoviário,-,1,44770,2022,PP e PNP,44778,44823,Disponível,Disponível,Disponível,44922,Disponível,44922,N/D,N/D,N/D,44980
ANTT_2022_Audiência Pública nº 009/2022_431,ANTT,2022,Audiência Pública nº 009/2022,Audiência Pública,"Colher sugestões e contribuições às minutas de Edital e de Contrato de Concessão, ao Programa de Exploração da Rodovia e aos Estudos de Viabilidade Técnica, Econômica e Ambiental, os quais visam a concessão para exploração do lote rodoviário composto pela rodovia BR-040/GO/MG, entre os municípios de Cristalina/GO e Belo Horizonte/MG.",Atos e contratos,Exploração de Infraestrutura Rodoviária,-,1,44841,2022,PP e PNP,44851,44896,Disponível,Disponível,N/D,N/D,Disponível,44911,N/D,N/D,N/D,44980
